id,reviews_title,reviews_rating,brand,reviews_text,reviews_date,reviews_username
AVphgVaX1cnluZ0-DR74,Does not meet my needs,1,Amazon,Can not print from this device...Using the touch screen is very difficult.,2016-02-12T00:00:00.000Z,buddy
AVphgVaX1cnluZ0-DR74,Great Gift,4,Amazon,I bought this for my niece for her 9th birthday and she loves it! I would recommend it if you have kids,2016-02-19T00:00:00.000Z,Nikkipoo
AVpfl8cLLJeJML43AE3S,Worth it!!!,5,Amazon,"Worth every penny, amazing functions. Alexa is loud and crisp",2017-06-23T00:00:00.000Z,Vivd
AVphgVaX1cnluZ0-DR74,Great table for under $50,5,Amazon,I love love love my fire tablet...i was surprised by the ease in using it,2016-01-23T00:00:00.000Z,fancy
AVpfl8cLLJeJML43AE3S,Wonderfull,5,Amazon,Excellent echo radio....good invented....nice product..,2017-09-22T00:00:00.000Z,chino
AVphgVaX1cnluZ0-DR74,good device,4,Amazon,I think it's good for a first tablet. i m use to the Ipad so this is taking some getting use to.,2015-11-06T00:00:00.000Z,tkirton
AVphgVaX1cnluZ0-DR74,Great for kids,5,Amazon,This kindle was a great price. It is easy to work and great for kids.,2016-06-06T00:00:00.000Z,mzles
AV1YnRtnglJLPUi8IJmV,Much lighter than a library full of books.,5,Amazon,"After years of not reading books, after the Kindle I read daily, the adjustable type size is a big help for old folks like myself :)",2016-01-23T00:00:00.000Z,OldJim
AVpfl8cLLJeJML43AE3S,Very fun product to have,5,Amazon,I especially like the ability to name an artist and have random songs played. My 3 year old grandson loves talking to Alexa also....asking her to play nursery rhymes that he has recently learned in pre-school.,2017-03-03T00:00:00.000Z,CougFan75
AVqkIhwDv8e3D1O-lebb,Love Kindle,5,Amazon,Love my kindle! Works better than expected! Kindle is much faster than my old tablet!,2016-12-30T00:00:00.000Z,katrina
AVqkIhwDv8e3D1O-lebb,Good tablet,4,Amazon,"Good small tablet for all purposes for reading, playing games",2017-01-07T00:00:00.000Z,Acidburn1
AVphPmHuilAPnD_x3E5h,Wife Loves it!!,5,Amazon,I purchased this to replace a 2nd generation Kindle for my wife. She wanted it because of the backlight. The item exceeded her expectations. Great battery life too. I took he old kindle but plan to buy me one of these in the future.,2015-09-23T00:00:00.000Z,DonnieA
AVphgVaX1cnluZ0-DR74,awesome,5,Amazon,"The box was well protected and shipping was on time, very satified",2015-12-29T00:00:00.000Z,cyndie
AVphgVaX1cnluZ0-DR74,Great little tablet,5,Amazon,My kids love this tablet. I loved the price. With my ipad I cringe when they want to use it. They drop it and I loose $500.00. This little tablet is under $50.,2016-01-20T00:00:00.000Z,AThomas
AVpjEN4jLJeJML43rpUe,Good picture and sound quality,4,Amazon,Good picture and sound quality. Handy size. Meets my needs and then some.,2016-08-26T00:00:00.000Z,MMRS29
AV1YE_muvKc47QAVgpwE,5,5,Amazon Fire Tv,this is a great product best on the market will recommend,2016-11-20T00:00:00.000Z,arnold
AVphgVaX1cnluZ0-DR74,Used one like it for a raffle prize,5,Amazon,easy to use. looks good. The prize winner was very pleased.,2017-01-17T00:00:00.000Z,mujeralegre
AVphgVaX1cnluZ0-DR74,Great gift,4,Amazon,"I bought this for my father for Christmas. He has a smartphone, but the screen is getting a little too smail for him to read, so I thought I smaller tablet might be nice. I was right. He absolutely loves his Kindle!",2016-01-09T00:00:00.000Z,Samiilynn
AVphgVaX1cnluZ0-DR74,Kindle,5,Amazon,This is the fourth Kindle I bought as a gift. Perfect for any occasion.,2016-12-30T00:00:00.000Z,Sheldonsite
AVpfl8cLLJeJML43AE3S,Great for the tec nieve but to much programming,3,Amazon,To much programming especially for road and traffic congitions,2016-11-11T00:00:00.000Z,Dock
AVphgVaX1cnluZ0-DR74,Awesome deal on a great product,5,Amazon,Bought this tablet as a gift and I might end up buying one for myself.,2017-01-30T00:00:00.000Z,HJT1
AV1YE_muvKc47QAVgpwE,Awesome media player,5,Amazon Fire Tv,"The Amazon - Fire TV (2015 Model) works really well, the only negative thing is my remote stopped working after the first day, but I downloaded the app on my phone and it works really well., I have the box behind my tv, and have no problem controlling it with my phone.",2016-07-02T00:00:00.000Z,turbodog
AVqkIhwDv8e3D1O-lebb,"Much better than Fire 7"", for slightly more money",5,Amazon,"Last got Fire 7"" for my kids, with an Amazon Freetime subscription. These are very good for the price with two flaws: The screen is good and much better than other Android devices at 7"" but not great, and got the 8 Mb version with I would not recommend in hindsight. Because Android's sub-par management on SD cards, got these this year. It has a much better screen, not only larger but with better resolution, adequate speakers for its price, it's fast enough and overall more enjoyable to use. 16 Gb is the minimum I'd recommend, even with SD cards because some apps just work better with internal storage, and some apps even stored in SD will still use some amount of internal storage.It also has Alexa voice support.The main reason for these tablets in my case is the Freetime subscription that has unlimited access to thousands of age-appropriate books, hundreds (or thousand) of free apps and heavily curved web access per age presets. Amazon Fire OS has a decent support for multi-user and in particular kids accounts. My kids are 7 and 9. They spend a lot of time on games as expected but also read a good amount of books.",2017-01-22T00:00:00.000Z,emiliosic
AVphgVaX1cnluZ0-DR74,"Good, basic tablet",4,Amazon,"I got this on black Friday for $35. Even at the regular price of $50, it's a steal. It is a basic tablet that will download apps and go on the internet. While the internet browser isn't that great, it is comparable to a phone system, which costs a lot more.",2015-12-28T00:00:00.000Z,LauraDoubleU
AVphgVaX1cnluZ0-DR74,Sale price is unbelievable,5,Amazon,"Picked one of these Fire tablets up today for the crazy price of $39.99. I didn't really need it, but the extra $10. of was just too tempting. Charged it up, connected to WiFi and all was good to go. Played around with it for a couple of hours and it worked perfectly. Video and sound were good, speed was nice, and I am really impressed with the price. My wife's Kindle paperwhite case cost as much as this full feature tablet. Time will tell about longevity, but first impression is, this is a great little tablet..",2016-02-10T00:00:00.000Z,Snoop
AVpjEN4jLJeJML43rpUe,Kindle tablet,5,Amazon,This product does what it say it do. I really enjoy reading,2016-12-07T00:00:00.000Z,Tweetyboo
AV1YE_muvKc47QAVgpwE,Amazon stick,5,Amazon Fire Tv,I love this it was the best thing I brought My kids even love it and it easy for or them to use,2017-06-03T00:00:00.000Z,Kevin
AVphgVaX1cnluZ0-DR74,Good for my little one,5,Amazon,Good for my girl she use for reading play app and small carried,2015-12-28T00:00:00.000Z,raulsarria
AVpfl8cLLJeJML43AE3S,Alexa,5,Amazon,Works great! Love how I can use this with my alarm system. We love Alexa,2017-05-20T00:00:00.000Z,Teirra
AV1YE_muvKc47QAVgpwE,The Best Android Based Set-Top Box For it's Price,4,Amazon Fire Tv,The Best Android Based Set-Top Box For it's Price.Amazon outdid themselves here with their Fire TV line. They got it right and they do not appear to be abandoning this anytime soon so hop on now while it's still hot.,2016-11-05T00:00:00.000Z,Impartial
AVpfl8cLLJeJML43AE3S,Convenient and fun,5,Amazon,"Amazon Echo does a lot of things. Keeps todo and shopping lists for you. Plays music just by asking. Keeps your schedule (using Google Calendar), has some great games, including trivia games. I would buy it again in a second.",2016-12-09T00:00:00.000Z,Wysiwyg26
AVphgVaX1cnluZ0-DR74,Great tablet for kids,5,Amazon,It's a wonderful tablet for younger kids. Parental settings and a kids mode,2017-01-27T00:00:00.000Z,Glavoie127
AVphgVaX1cnluZ0-DR74,Nice price,4,Amazon,Bought for a friend and checked it out after purchase is a very neat machine.,2016-02-21T00:00:00.000Z,Beetle
AVqkIhwDv8e3D1O-lebb,Great buy for the price!,5,Amazon,"I bought this tablet on Black Friday, when it was on special for my little girl. I wasn't expecting much from the tablet... boy was I surprised by its capabilities! Love the tablet!",2017-01-18T00:00:00.000Z,Gisel
AVpfl8cLLJeJML43AE3S,Best purchase in years.,5,Amazon,"Very functional, easy set-up and great so be quality.",2017-05-12T00:00:00.000Z,Benjamin
AVphgVaX1cnluZ0-DR74,Great Tablet on a Budget,4,Amazon,"I got this as a gift for a student and they loved it! very responsive and easy to add apps to, just buy expandable memory and it was good to go!",2016-07-01T00:00:00.000Z,Gokujohn
AVqVGWLKnnc1JgDc3jF1,Great for my 5 year old!,4,Amazon,"This has been a great replacement for my daughters Leap Pad. The parental controls are very functional and the year free download of everything has been worthwhile. I really appreciate the usage timers - they are customizable and I can set a time limit for apps, a different time limit for reading and a third time limit for videos. The case seems sturdy and should prevent damages due to drops. On top of this, it is a fully functional Kindle, and I am able to use it when she is not!",2017-01-18T00:00:00.000Z,DiverWalt
AVpjEN4jLJeJML43rpUe,Good experience & customer service,4,Amazon,Good customer service during my quest to get a good deal and quality gadget.,2016-08-26T00:00:00.000Z,Bernard
AVqVGWLKnnc1JgDc3jF1,Good for kids,5,Amazon,I like that you can set parental setting so the kids can't purchase without you knowing about it. Great warranty also as a separated for the kids and the parents,2016-12-30T00:00:00.000Z,Olyborn
AV1YE_muvKc47QAVgpwE,It's good,4,Amazon Fire Tv,We are enjoying it so far. We really like the fact that you can play games one it. I would definitely recommend.,2017-06-02T00:00:00.000Z,Dmta
AVpfl8cLLJeJML43AE3S,Great for home automation,4,Amazon,Works great once you learn how commands must be spoken.,2017-01-17T00:00:00.000Z,Mattdaddy
AVqVGZNvQMlgsOJE6eUY,LOVE MY KINDLE,5,Amazon,"OK, I was so unsure of this Kindle because it does not have all of the bells and whistles of the others. BUT I am very happy with it. I love my Kindle! I have managed to read a book a week on it sicnce I got if for Christmas. I have been reading the free books on Kindle. There are so many to pick from. While home, I download the books that I want to read and then while I am in the car or waiting at the DMV, I just pull of the book and read. It remembers where I am in the book. This Kindle does not have the back light. I was nervous about that but so far this has not been a problem because the light it has is fine for me. When I am reading in the car, I enlarge the font and it makes seeing the words easier for me. That is the most important factor for me because I can get car sick if I read while riding in the car but with the larger font I don't have that problem. I wear glasses with bifocals and holding this seems to be more comfortable than a book because I can hold it up if I need to. The size is perfect! Again, I can enlarge the font so the smaller screen size really has nothing to do with the readability. Love it!!",2017-02-03T00:00:00.000Z,Cubfan
AVpjEN4jLJeJML43rpUe,Kindle is overrated,1,Amazon,"Too proprietary, the apps my daughter liked I could not install on it for her so basically it was worthless for me and I returned it.",2017-04-14T00:00:00.000Z,Firekindle
AVqkIhwDv8e3D1O-lebb,Good tablet for the money,4,Amazon,"My 6 yr old daughter got this tablet from Santa for Christmas. So far she loves it, a little too much perhaps.. I only use it to manage her account/permissions and so far haven't had any issues with it.. Software and HW not quite as refined as apple iPad products, but what can you expect at the lower price point.",2017-01-25T00:00:00.000Z,photodog
AVpfl8cLLJeJML43AE3S,NOt a novelty,5,Amazon,"I thought this would just be a fun novelty but it isn't. Set up was a snap and i located it centrally in our home via WiFi. No problem at all and it worked the first time. I have a Kindle Fire tablet and that does help a bit in management. Once set up i then added skills and even used IFTT. So now, i have a flash briefing with news i am interested in, my WEMO lights are controlled by voice as well as WEMO app, i listen to my music, i get the weather information, my family listens to jokes and much more.",2016-06-24T00:00:00.000Z,nyrnd
AV1YE_muvKc47QAVgpwE,"It is ok. If you need Kodi, get the NVIDIA Shield",3,Amazon Fire Tv,"It is ok for the average user. But it os not good enough for Kodi. The interface is ok, but a little too busy for me. I did not like the fact that I could not use my universal Harmony remote with it. Jodi also takes almost an hour to set up and it buffers way more than on the Shield.",2016-07-25T00:00:00.000Z,torijona
AVphgVaX1cnluZ0-DR74,Good tablet for everything,5,Amazon,This tablet has everything you need to get you by. The quality is great and for the prize I can't complain.,2017-01-16T00:00:00.000Z,Moreno
AV1YE_muvKc47QAVgpwE,Best Streaming Box,5,Amazon Fire Tv,This is by far the best media box on the market. Easy to setup and extremely easy to use. If you are a Kodi user this by far the best box for it. A+++,2017-05-12T00:00:00.000Z,gresia
AVphgVaX1cnluZ0-DR74,Nice gift idea,4,Amazon,Bought this for Christmas exchange. Very cheap because I used reward points. No complaints yet.,2017-05-17T00:00:00.000Z,Pthao
AV1YE_muvKc47QAVgpwE,No CNN or Travel Channel,2,Amazon Fire Tv,Does not load up CNN or Travel channel.I even have DirectNOW for $50 a month and 200 MB internet speed. And the new google wifi router.I give up and will just go back to regular cable and pay the extra - for less hassle. Cable/Satellite WINS.,2017-01-29T00:00:00.000Z,sonytheoneandonly
AVqkIhwDv8e3D1O-lebb,I'd give it a 10 star rating!,5,Amazon,Excellent value for the price. Super easy to use and set up. Wonderful display. I love the fact that you can add an sd card for more memory unlike the old Kindles. Plus I'm really impressed with the fact the Amazon has such great offers.,2016-11-16T00:00:00.000Z,vickybee
AVphgVaX1cnluZ0-DR74,"great tablet, my wife loves it, easy to use.",4,Amazon,"First tablet , got it for my wife, she found it very easy to use and loves it.. She is not not computer savvy, but has no problem navigating what she uses her tablet for",2016-01-16T00:00:00.000Z,jc1150
AVpfl8cLLJeJML43AE3S,Great for every day use,5,Amazon,"Highly recommend. Even my 2 year old loves it, she likes hearing songs I have taught her.",2017-04-01T00:00:00.000Z,GloGo1
AVqkIhwDv8e3D1O-lebb,Good Tablet for the Price,4,Amazon,Does a good job of performing basic functions and provides a good amount of entertainment. Good for watching movies or playing simple games or performing simple tasks. Looks good. Seems like it is well made and of good quality materials. Have not had any problems. Battery life is great for the price. Amazon sells a quality product.,2017-01-23T00:00:00.000Z,CadentOsterich93
AV1YE_muvKc47QAVgpwE,"If you're looking to cut the cable, this is the wa",4,Amazon Fire Tv,They advertise zero lag time. Does still need to buffer,2016-01-15T00:00:00.000Z,Dave
AVphPmHuilAPnD_x3E5h,the best e-reader ever,5,Amazon,Love the small size and the auto light. Use this every day.,2015-04-10T00:00:00.000Z,mpr062
AVqVGZNvQMlgsOJE6eUY,Font size changes with no way to lock it,3,Amazon,There is no way to lock the font size and it changes if you touch the screen. I liked my paper white better but it died.,2016-09-09T00:00:00.000Z,Daniel
AV1YnRtnglJLPUi8IJmV,A really well put together device,5,Amazon,Great product. The future of reading is paperless!,2016-03-15T00:00:00.000Z,MyBestBuy
AVpfl8cLLJeJML43AE3S,Use this on the daily,5,Amazon,"I use Alexa to update me on the weather, the news and keep a soundtrack going while I am cooking and cleaning. It's nice to have her there to to help me when I just can't use my phone.",2017-07-17T00:00:00.000Z,Bliss
AVpjEN4jLJeJML43rpUe,Amazon Fire,5,Amazon,I bought this for my daughter for Christmas. I could set her as a user and make it safe for her age. I downloaded books and apps with ease. I'm glad that she is loving her Fire.,2017-05-18T00:00:00.000Z,Renessa14
AVpfl8cLLJeJML43AE3S,Loveee,5,Amazon,I absolutely love my Amazon Echo and would suggest everyone to get one!,2017-03-06T00:00:00.000Z,DanielleLauren
AV1YE_muvKc47QAVgpwE,Great streaming box,5,Amazon Fire Tv,"This is the best streaming box for the money, it does favor amazon content.",2016-10-13T00:00:00.000Z,Techsavvyguy
AVqVGZNvQMlgsOJE6eUY,good product,5,Amazon,My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,2016-12-22T00:00:00.000Z,noname
AV1YE_muvKc47QAVgpwE,Great product,4,Amazon Fire Tv,Love the fire stick! I have been recommending it to all my friends.,2016-10-29T00:00:00.000Z,Gigi
AVqkIhwDv8e3D1O-lebb,most for the money,5,Amazon,"I GOT THE FIRE HD SO MY KIDS COULD READ BOOKS , PLAY GAMES AND WATCH THEIR SHOWS . WITHOUT SPENDING AN ARM AND A LEG FOR THE TABLET. I THINK THIS IS A GOOD TABLE FOR KIDS / YOUNG TEENS WHO WANT TO HAVE A TABLET BUT NOT BREAK THE BANK.",2017-02-04T00:00:00.000Z,lucky
AVphgVaX1cnluZ0-DR74,Great price and nice tablet,5,Amazon,Amazon has a really nice platform and this tablet is fantastic for those folks who do not to spend a few hundred dollars on an Apple ipad Mini.,2016-12-30T00:00:00.000Z,timp900
AVphgVaX1cnluZ0-DR74,Great for child,5,Amazon,My daughter loves this. Having access to her favorite apps and games is great without all the adult content.,2016-04-01T00:00:00.000Z,Mimi
AVphgVaX1cnluZ0-DR74,Just What We Needed,5,Amazon,"Perfect for reading, easy to carry, why spend more",2016-06-25T00:00:00.000Z,Makgal
AVphgVaX1cnluZ0-DR74,I love the tablet size and functionality.,5,Amazon,"This tablet is great, nice size and functionality.",2016-09-09T00:00:00.000Z,mama
AVphgVaX1cnluZ0-DR74,great little tablet,4,Amazon,"great tablet to use around the house, and on the go . my wife like to read alot",2016-01-03T00:00:00.000Z,bear
AVphgVaX1cnluZ0-DR74,Great tablet,4,Amazon,I purchased it for my daughter and she loves it and the games,2017-05-18T00:00:00.000Z,Reggie
AVphPmHuilAPnD_x3E5h,"Lightweight, Easy to Use",5,Amazon,Has an efficient battery and works well. I've had every Kindle since the second generation and it is my favorite to date. I love the Amazon distressed leather cover.,2016-07-02T00:00:00.000Z,BestBuyReviewer
AVphgVaX1cnluZ0-DR74,My daughters love it.,5,Amazon,I purchased 2 to give to my daughters for Christmas. They really enjoy them. They were easy to set up and they are easy to read on.,2016-01-08T00:00:00.000Z,dannyhwood51
AVphgVaX1cnluZ0-DR74,Awesome,5,Amazon,I purchased this tablet for my sister and she loves it!,2016-01-08T00:00:00.000Z,arnold71
AVphgVaX1cnluZ0-DR74,Great product,5,Amazon,This is a very nice product for the money. It works great and is so easy to use.,2015-12-25T00:00:00.000Z,deb251
AVpfl8cLLJeJML43AE3S,Alexa rocks!,5,Amazon,We love the shopping list feature. The timer is great too. We feel spoiled!,2017-02-05T00:00:00.000Z,jerandshae
AV1YE_muvKc47QAVgpwE,Good device,5,Amazon Fire Tv,"It is faster than amazon fire tv 1st. it was so easy to connect and work! Plus I have the 4k TV and it's a 4k system. You can watch some tvs, movies and some 4k contents for free if you are a amazon prime member, $99 plus tax for a year.",2016-09-10T00:00:00.000Z,nycsun
AVphgVaX1cnluZ0-DR74,great tablet!,5,Amazon,Bought it as a birthday present for my son and he loves it. Easy to use and works fast.,2016-08-17T00:00:00.000Z,devang
AVqkIhwDv8e3D1O-lebb,Everything you expect from Amazon,5,Amazon,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",2017-03-04T00:00:00.000Z,jessxhart
AV1YE_muvKc47QAVgpwE,Just Okay... Too Quirky,3,Amazon Fire Tv,"We're an unplugged family - multiple devices (Kindles, iPads, Roku, etc.) - so we're pretty familiar with this sort of tech. Fire TV works okay, but the remote has started giving me problems and we've only had the product for about 6 months. Our Roku 3, which we've had for over a year, is much smoother and hasn't given us any problems. We also use a Chromecast, which also seems to be less quirky than the FireTV. I have a PS3 in the same room as the FireTV and I find myself going to the PS3 when the FireTV starts to annoy. Unless you're looking for a device that can also run Kodi, I'd strongly recommend the Roku 3 over the FireTV.",2016-06-02T00:00:00.000Z,taylor3421
AVphgVaX1cnluZ0-DR74,Easy to use great tablet,4,Amazon,I got this for my son so I can read him books and he can play a few games. it is easy to use and i Like how you can setup for it to work kid mode,2016-12-22T00:00:00.000Z,James
AVphgVaX1cnluZ0-DR74,Very good,4,Amazon,"A great cheap alternative to expensive tablets. It has everything that an expensive tablet has. I am giving 4 stars because the camera lens is not very good, but then again what do you expect for something under $40 bucks.",2016-12-30T00:00:00.000Z,AzadM
AVphgVaX1cnluZ0-DR74,"Great tablet,low price",5,Amazon,We bought this tablet for a 8 year old boy. Works really well. We have had no problems with anything. It is used primarily for games.,2016-04-01T00:00:00.000Z,Sammo
AV1YnRtnglJLPUi8IJmV,great language flexibility,5,Amazon,"I like this reader. It is very easy to load books onto it, even from my local library. It's easy to adjust the font and size. It keeps track of your place in the book. You can choose what language you want the dictionary in which makes it great to read something in a foreign language. You can set it up so that when you select a word, it will give you the translation.",2016-11-17T00:00:00.000Z,neon
AVphgVaX1cnluZ0-DR74,Amazon Fire 8 Gb,3,Amazon,"We bought this for our 8 yr old daughter and it's great for most of what she does, but it is not good for playing a lot of games because it locks up sometimes or it runs a little slower. So if we had to do it again we'd probably buy something with a bigger processor.",2016-09-06T00:00:00.000Z,DebN
AVphgVaX1cnluZ0-DR74,Great Device,5,Amazon,"You really can't get much better bang for your buck! Great Device, a must have",2017-03-31T00:00:00.000Z,Vrob
AVqVGWLKnnc1JgDc3jF1,Great tablet,5,Amazon,I bought this tablet for my daughter and she loves it,2016-12-14T00:00:00.000Z,lenzino
AVqkIhwDv8e3D1O-lebb,Good Tv,5,Amazon,Great and informative service. The guy who helped us was very friendly.,2017-01-30T00:00:00.000Z,Judy
AVqkIhwDv8e3D1O-lebb,Works great,5,Amazon,Nicer than my old fire. Better screen area to view,2017-03-10T00:00:00.000Z,Woodzy
AVpfl8cLLJeJML43AE3S,great,4,Amazon,great device still needs little quirks worked out to be the device that i truly want it to be but overall great speak and it does its job,2016-09-11T00:00:00.000Z,800291
AV1YE_muvKc47QAVgpwE,I love it!,4,Amazon Fire Tv,My fire stick is one of the best electric devices I have ever bought.,2017-07-21T00:00:00.000Z,Hunk
AVqVGWLKnnc1JgDc3jF1,Not much useful,2,Amazon,I didn't find it useful for my 4yr old daugter so i returned it the other day.All the games in it r so kiddy games.,2017-04-18T00:00:00.000Z,Naazi
AVqkIhwDv8e3D1O-lebb,yes it is a great tablet.,4,Amazon,I bought this for my niece for a Christmas gift.she is 9 years old and she love it.,2017-01-20T00:00:00.000Z,fireman21
AV1YE_muvKc47QAVgpwE,Great Amazon Box,5,Amazon Fire Tv,"Very power full box, great for streaming 4K look beautiful.",2016-09-09T00:00:00.000Z,esanchez1376
AVphPmHuilAPnD_x3E5h,"Great e-reader, no complaints",5,Amazon,"I had an older version of a Kindle e-reader that allowed me to download books on the go, but I felt like something was missing. Several upgrades later, I got this for a gift, and I think it basically includes everything that was missing. It is so lightweight and compact that I can easily slip it into my purse or use it with one hand. It has backlighting that doesn't disturb my sleeping husband or create a light so bright that it is distracting- it's just the right amount of light needed to read in different ligths. It can self-adjust from reading in a dark room to reading outside on a bright day.",2016-06-17T00:00:00.000Z,DebraPants
AVqVGZNvQMlgsOJE6eUY,Love it!,5,Amazon,I particularly like the fact that the text shows up and you can see it well outside on a sunny day. I use it with Kindle Unlimited.,2017-09-02T00:00:00.000Z,Wheels
AVpfl8cLLJeJML43AE3S,Great Assistant,5,Amazon,Works great for all of those little quick questions and even better if you are getting into Home Automation,2016-07-13T00:00:00.000Z,twodaend
AV1YE_muvKc47QAVgpwE,Get this instead of the stick,5,Amazon Fire Tv,Way faster then the stick. And better quality. Worth the extra money. Especially for kodi,2016-09-30T00:00:00.000Z,Jay456
AV1YE_muvKc47QAVgpwE,Awesome,4,Amazon Fire Tv,Great device. Works great and so far no issues. :),2017-02-13T00:00:00.000Z,maddmexx1
AVpidLjVilAPnD_xEVpI,Great purchase,5,Amazon Fire,Very happy with my purchase!! I bought this for my Mom and it was easy for her to navigate and she was able to easily download books and games.,2017-05-19T00:00:00.000Z,RetsGirl
AVphgVaX1cnluZ0-DR74,Good Device,4,Amazon,"My daughter uses this and loves it. The only complaint she had was she cannot get games from the google store because it will only allow game and app downloads from the Amazon store and Amazon does not have all the games. But as far as working, it does what it is supposed to.",2016-06-05T00:00:00.000Z,style
AVphgVaX1cnluZ0-DR74,Great tablet,4,Amazon,great everyday simple web surfing and apps on this tablet for the price. Good to used it on the plane and watch movies or videos. Processor not as fast as your premium ipad.,2016-10-19T00:00:00.000Z,dyzfnctional
AVqkIhwDv8e3D1O-lebb,Great device,5,Amazon,Bought for my wife for X-mas and she loves it. Hasn't put it down,2017-01-18T00:00:00.000Z,Dcurtis7731
AV1YE_muvKc47QAVgpwE,I love it!,5,Amazon Fire Tv,I love it. These things are sold out everywhere. Except at BestBuy.,2017-07-20T00:00:00.000Z,Robert
AV1YE_muvKc47QAVgpwE,Great product,5,Amazon Fire Tv,I love my Amazon FireTV. Very easy to hook up! Very user friendly!,2017-08-04T00:00:00.000Z,Speedy
AV1YnRtnglJLPUi8IJmV,Not what I expected,3,Amazon,Have been using a tablet and find the Kindle harder to navigate.,2016-01-09T00:00:00.000Z,cjgranny
AV1YnRtnglJLPUi8IJmV,Outstanding,5,Amazon,Just as advertised. Stunning bright white HD font. It's easier to read than an actual book. My eyes do not get fatigued.,2015-08-19T00:00:00.000Z,uglytuna
AVphgVaX1cnluZ0-DR74,Excellent Peoduct,4,Amazon,My son love this tab and I recommend this. This is a great product.,2016-05-19T00:00:00.000Z,AAAK
AVphgVaX1cnluZ0-DR74,Great tablet for a beginner,4,Amazon,Bought this for my 8 year old son. This was his second tablet. Just his speed.,2016-01-08T00:00:00.000Z,Mike
AVpfl8cLLJeJML43AE3S,love it easy to use,5,Amazon,fun to play with ask questions get weather traffic reports or listen to music,2017-06-21T00:00:00.000Z,happyhappy
AV1YE_muvKc47QAVgpwE,Great media player,5,Amazon Fire Tv,Awesome and reasonable. This Fire TV box packs enough punch for your viewing with more than adequate content.That it will knock you out.And for a REA$ONABLE PRICE. That you can afford.,2017-02-17T00:00:00.000Z,joiriza
AVphgVaX1cnluZ0-DR74,Cost,5,Amazon,The price is perfect and the portability can't be beat!,2016-01-04T00:00:00.000Z,Willd
AVphgVaX1cnluZ0-DR74,Good product,4,Amazon,This e reader is very excellent.The screen is a bit small but you can accommodate.,2016-08-12T00:00:00.000Z,Jacky
AVpfl8cLLJeJML43AE3S,The Echo is the way to go!,5,Amazon,"The Amazon Echo is a great way to be entertained and stay well informed! Thanks to technology you can ask Alexa, questions and because it's a blue tooth speaker you can play your music in a stylish way!",2016-08-19T00:00:00.000Z,Damikester
AVpfpK8KLJeJML43BCuD,Alexa's little helper.,5,Amazon Echo,"The Tap works great, just like Alexa's little helper.",2017-01-18T00:00:00.000Z,rfran704
AVphLY7v1cnluZ0-_Ty0,Not an Impressive Case One person found this helpful. Was this review helpful to you Yes No,2,Amazon,"Not the best case Amazon has ever put out! I have a number of other Amazon brand Kindle and Kindle Fire cases for my various Kindle devices and this is the least effective of the bunch. It doesn't stand in any position, so I can't use my 6 hands free. It also doesn't line up properly when closed, so the Fire seems to come out of sleep mode, thus draining the battery more quickly. And finally, I have discovered that I do prefer the leather covers over whatever material this is made from. I understand that the cost of a leather case would probably be half the cost of the Kindle Fire HD 6...not that this case was any bargain at 30!!",2015-01-29T00:00:00Z,Diamond Girl
AV1YnRtnglJLPUi8IJmV,Great low cost e-reader,4,Amazon,"good low light readability, battery life is fantastic. It's all i could ask for at such a low cost",2016-06-24T00:00:00.000Z,Jason
AVphgVaX1cnluZ0-DR74,Very good,5,Amazon,"Very good product, just needs power on volume !!!!",2017-05-16T00:00:00.000Z,Pacheco
AVphgVaX1cnluZ0-DR74,Great Gift,4,Amazon,Would recommend it 100%. EASY TO USE GREAT FOR KIDS,2015-12-28T00:00:00.000Z,orlando42
AVpfl8cLLJeJML43AE3S,She's a great assistant,5,Amazon,The echo featuring Alexa works as expected. East to set up.,2017-01-21T00:00:00.000Z,EricV
AVqkIhwDv8e3D1O-lebb,A big step up from Fire HD7,5,Amazon,"Loved the Fire HD7 but the latest HD8 is sharper, faster and still handles great.",2016-12-23T00:00:00.000Z,bestbuyer
AV1YE_muvKc47QAVgpwE,Great product,4,Amazon Fire Tv,Quick and easy to set up and works great. Finally using my amazon account for something other than free shipping.,2017-05-05T00:00:00.000Z,jmartin5
AVpfl8cLLJeJML43AE3S,Great Device and Great Price,5,Amazon,"Great product, makes life easier. Gaining in intelligence.",2017-08-25T00:00:00.000Z,GGBB
AVphgVaX1cnluZ0-DR74,Great for kids,4,Amazon,I got this for my niece. I would say this product is sturdy enough for kids 6 and older. She is able to play games and watch videos on it. She does occasionally read with it too. Overall a great product and won't break your bank.,2016-12-23T00:00:00.000Z,EliteOne
AVqkIhwDv8e3D1O-lebb,I'd buy again,5,Amazon,Great little tablet for a great price. I keep it at work for listening to music or some lunchtime reading.,2016-11-04T00:00:00.000Z,Susan
AVphgVaX1cnluZ0-DR74,Bought the tablet for my daughter she loves it,5,Amazon,The tablet is great has a lot of great features like access to kindle books and apps.,2016-06-11T00:00:00.000Z,Labrenza0
AVphgVaX1cnluZ0-DR74,Good picture...,4,Amazon,I use it for games and movies...its great..good picture quality....great sound...could use more storage space..but i guess thats why they make sd cards...,2016-12-26T00:00:00.000Z,Popkorn
